year,quarter,quarter_months,city1,city2,airport_1,airport_2,origin_airport_name,destination_airport_name,avg_fare_raw,avg_fare_adjusted,year_latest,quarter_latest,quarter_months_latest,fare_latest_raw,fare_latest_adjusted,date_oldest,year_oldest,quarter_oldest,fare_oldest_raw,fare_oldest_adjusted,p_change_avg_fare_oldest_newest_raw,p_change_avg_fare_oldest_newest_adjusted,date_updated
2016,3,July to September,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,332.1513699,458.37,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2016,4,October to December,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,336.217734,463.98,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2017,1,January to March,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,351.4111888,481.43,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2017,2,April to June,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,351.3705202,477.86,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2017,3,July to September,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,339.7668122,458.69,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2017,4,October to December,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,340.2104247,459.28,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2018,1,January to March,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,316.8290598,421.38,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2018,2,April to June,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,327.8164384,432.72,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2018,3,July to September,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,293.6983974,387.68,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2018,4,October to December,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,316.2015038,417.39,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2019,1,January to March,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,282.2931217,369.8,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2019,2,April to June,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,291.6471761,379.14,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2019,3,July to September,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,306.2723684,398.15,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2019,4,October to December,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,372.3025773,480.27,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2020,1,January to March,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,314,405.06,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2021,3,July to September,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,357.3287037,432.37,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2021,4,October to December,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,272.6721154,324.48,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2022,2,April to June,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,495.520354,554.98,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2022,3,July to September,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,424.0167742,474.9,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2022,4,October to December,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,404.9190476,453.51,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2023,1,January to March,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,227.1425743,249.86,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2023,2,April to June,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,289.2057471,315.23,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2023,3,July to September,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,305.8070652,330.27,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2023,4,October to December,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,294.8469072,318.43,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2024,1,January to March,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,312.5024242,331.25,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2024,2,April to June,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,370.9938889,393.25,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2024,3,July to September,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,306.1241259,321.43,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2024,4,October to December,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,368.3114894,386.73,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2025,1,January to March,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,346.2503448,360.1,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2025,2,April to June,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,423.685782,436.4,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2025,3,July to September,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,343.3754958,350.24,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2025,4,October to December,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,SFO,Westchester County,San Francisco International,400.3142262,408.32,2025,4,October to December,400.3142262,408.32,2015-12-01,2015,4,306.15,431.67,30.8,-5.4,2026-09-01
2016,1,January to March,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,285.0706897,399.1,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2016,2,April to June,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,296.0666667,408.57,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2016,3,July to September,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,257.2579208,355.02,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2016,4,October to December,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,306.7360825,423.3,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2017,1,January to March,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,317.9838983,435.64,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2017,3,July to September,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,363.8369369,491.18,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2018,2,April to June,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,305.2722689,402.96,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2018,3,July to September,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,312.4907692,412.49,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2019,1,January to March,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,346.1705882,453.48,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2019,3,July to September,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,351.2152542,456.58,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2020,1,January to March,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,377.1316327,486.5,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2023,1,January to March,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,439.1045872,483.02,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2023,3,July to September,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,305.9661017,330.44,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2024,1,January to March,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,361.4755435,383.16,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2024,2,April to June,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,364.087963,385.93,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2024,3,July to September,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,381.312,400.38,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2025,1,January to March,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,394.9438776,410.74,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2025,2,April to June,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,379.4696721,390.85,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2025,3,July to September,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,352.6694283,359.72,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2025,4,October to December,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",HPN,SLC,Westchester County,Salt Lake City International,369.7674419,377.16,2025,4,October to December,369.7674419,377.16,2015-12-01,2015,4,326.42,460.25,13.3,-18.1,2026-09-01
2025,3,July to September,"New York City, NY (Metropolitan Area)","Sacramento, CA",HPN,SMF,Westchester County,Sacramento International,316.2784946,322.6,2025,4,October to December,362.2969838,369.54,2015-12-01,2015,4,276.07,389.26,31.2,-5.1,2026-09-01
2015,4,October to December,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,233.79,329.64,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2016,1,January to March,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,202.6261261,283.68,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2016,2,April to June,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,227.2915888,313.66,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2016,4,October to December,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,289.4150538,399.39,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2017,1,January to March,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,218.4241379,299.24,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2017,2,April to June,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,265.8707547,361.58,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2017,3,July to September,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,239.9382609,323.92,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2017,4,October to December,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,272.8763441,368.38,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2018,1,January to March,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,230.2426087,306.22,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2018,2,April to June,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,253.89,335.13,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2018,3,July to September,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,226.8093023,299.39,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2018,4,October to December,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,244.6510791,322.94,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2019,1,January to March,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,246.9778481,323.54,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2019,2,April to June,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,232.7032086,302.51,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2019,3,July to September,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,187.0015625,243.1,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2019,4,October to December,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,242.9221519,313.37,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2020,1,January to March,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,227.9008,293.99,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2021,3,July to September,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,254.3008696,307.7,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2021,4,October to December,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,206.7042553,245.98,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2022,1,January to March,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,203.5289855,234.06,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2022,2,April to June,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,237.4857143,265.98,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2022,3,July to September,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,229.7671533,257.34,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2022,4,October to December,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,177.6841727,199.01,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2023,1,January to March,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,125.3224449,137.85,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2023,2,April to June,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,177.4882184,193.46,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2023,3,July to September,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,212.3113636,229.3,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2023,4,October to December,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,262.3313333,283.32,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2024,1,January to March,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,222.7934524,236.16,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2024,2,April to June,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,268.4051724,284.51,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2024,3,July to September,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,233.9007407,245.6,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2024,4,October to December,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,163.695842,171.88,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2025,1,January to March,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,126.8298643,131.9,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2025,2,April to June,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,158.3242647,163.07,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2025,3,July to September,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,228.658376,233.23,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2025,4,October to December,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",HPN,SRQ,Westchester County,Sarasota/Bradenton Airport,195.7044088,199.62,2025,4,October to December,195.7044088,199.62,2015-12-01,2015,4,233.79,329.64,-16.3,-39.4,2026-09-01
2015,4,October to December,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,227.93,321.38,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2016,1,January to March,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,218.0398374,305.26,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2016,2,April to June,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,253.0712,349.24,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2016,3,July to September,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,238.7685567,329.5,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2016,4,October to December,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,245.4365,338.7,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2017,1,January to March,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,229.575188,314.52,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2017,2,April to June,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,260.287574,353.99,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2017,3,July to September,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,269.2487013,363.49,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2017,4,October to December,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,250.2592233,337.85,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2018,1,January to March,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,239.4479167,318.47,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2018,2,April to June,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,264.7593103,349.48,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2018,3,July to September,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,266.0075,351.13,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2018,4,October to December,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,274.4630435,362.29,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2019,1,January to March,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,234.2518797,306.87,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2019,2,April to June,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,286.1460317,371.99,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2019,3,July to September,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,277.533758,360.79,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2019,4,October to December,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,278.6013889,359.4,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
