year,quarter,quarter_months,city1,city2,airport_1,airport_2,origin_airport_name,destination_airport_name,avg_fare_raw,avg_fare_adjusted,year_latest,quarter_latest,quarter_months_latest,fare_latest_raw,fare_latest_adjusted,date_oldest,year_oldest,quarter_oldest,fare_oldest_raw,fare_oldest_adjusted,p_change_avg_fare_oldest_newest_raw,p_change_avg_fare_oldest_newest_adjusted,date_updated
2023,2,April to June,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,259.4455446,282.8,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2023,3,July to September,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,270.5711268,292.22,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2023,4,October to December,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,289.1715596,312.31,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2024,2,April to June,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,243.2915888,257.89,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2024,3,July to September,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,230.3972222,241.92,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2025,2,April to June,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,266.7110092,274.71,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2025,3,July to September,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,247.6294931,252.58,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2025,4,October to December,"New York City, NY (Metropolitan Area)","St. Louis, MO",HPN,STL,Westchester County,Lambert St Louis International,252.8654467,257.92,2025,4,October to December,252.8654467,257.92,2015-12-01,2015,4,227.93,321.38,10.9,-19.7,2026-09-01
2015,4,October to December,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,198.78,280.28,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2016,1,January to March,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,201.1326371,281.59,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2016,2,April to June,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,192.4509132,265.58,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2016,3,July to September,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,168.520659,232.56,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2016,4,October to December,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,218.2565605,301.19,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2017,1,January to March,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,222.4226902,304.72,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2017,2,April to June,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,232.2330981,315.84,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2017,3,July to September,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,205.3885121,277.27,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2017,4,October to December,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,234.2959381,316.3,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2018,1,January to March,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,238.3550633,317.01,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2018,2,April to June,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,218.3021167,288.16,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2018,3,July to September,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,199.9221395,263.9,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2018,4,October to December,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,225.2941785,297.39,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2019,1,January to March,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,219.3555767,287.36,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2019,2,April to June,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,215.8114303,280.55,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2019,3,July to September,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,203.6097495,264.69,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2019,4,October to December,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,236.0916031,304.56,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2020,1,January to March,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,214.2418502,276.37,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2020,4,October to December,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,122.4918972,156.79,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2021,1,January to March,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,135.3349007,169.17,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2021,2,April to June,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,171.1508955,208.8,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2021,3,July to September,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,194.7174515,235.61,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2021,4,October to December,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,179.6495885,213.78,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2022,1,January to March,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,183.5994745,211.14,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2022,2,April to June,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,206.4003776,231.17,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2022,3,July to September,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,168.6553236,188.89,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2022,4,October to December,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,203.9992432,228.48,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2023,1,January to March,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,195.5396691,215.09,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2023,2,April to June,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,183.2595876,199.75,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2023,3,July to September,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,168.3448098,181.81,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2023,4,October to December,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,187.6510646,202.66,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2024,1,January to March,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,193.9099917,205.54,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2024,2,April to June,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,195.8030057,207.55,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2024,3,July to September,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,176.8988104,185.74,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2024,4,October to December,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,208.284015,218.7,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2025,1,January to March,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,194.1084455,201.87,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2025,2,April to June,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,203.0875543,209.18,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2025,3,July to September,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,153.1516395,156.21,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2025,4,October to December,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",HPN,TPA,Westchester County,Tampa International,182.1180396,185.76,2025,4,October to December,182.1180396,185.76,2015-12-01,2015,4,198.78,280.28,-8.4,-33.7,2026-09-01
2019,2,April to June,"New York City, NY (Metropolitan Area)","Tulsa, OK",HPN,TUL,Westchester County,Tulsa International,301.2009174,391.56,2025,4,October to December,357.3649025,364.51,2015-12-01,2015,4,298.64,421.08,19.7,-13.4,2026-09-01
2018,1,January to March,"New York City, NY (Metropolitan Area)","Tucson, AZ",HPN,TUS,Westchester County,Tucson International,302.2350877,401.97,2025,4,October to December,447.2285012,456.17,2015-12-01,2015,4,364.29,513.65,22.8,-11.2,2026-09-01
2018,2,April to June,"New York City, NY (Metropolitan Area)","Tucson, AZ",HPN,TUS,Westchester County,Tucson International,312.0233333,411.87,2025,4,October to December,447.2285012,456.17,2015-12-01,2015,4,364.29,513.65,22.8,-11.2,2026-09-01
2018,3,July to September,"New York City, NY (Metropolitan Area)","Tucson, AZ",HPN,TUS,Westchester County,Tucson International,276.243299,364.64,2025,4,October to December,447.2285012,456.17,2015-12-01,2015,4,364.29,513.65,22.8,-11.2,2026-09-01
2019,1,January to March,"New York City, NY (Metropolitan Area)","Tucson, AZ",HPN,TUS,Westchester County,Tucson International,340.7330189,446.36,2025,4,October to December,447.2285012,456.17,2015-12-01,2015,4,364.29,513.65,22.8,-11.2,2026-09-01
2019,2,April to June,"New York City, NY (Metropolitan Area)","Tucson, AZ",HPN,TUS,Westchester County,Tucson International,343.2763889,446.26,2025,4,October to December,447.2285012,456.17,2015-12-01,2015,4,364.29,513.65,22.8,-11.2,2026-09-01
2019,3,July to September,"New York City, NY (Metropolitan Area)","Tucson, AZ",HPN,TUS,Westchester County,Tucson International,320.3484211,416.45,2025,4,October to December,447.2285012,456.17,2015-12-01,2015,4,364.29,513.65,22.8,-11.2,2026-09-01
2022,1,January to March,"New York City, NY (Metropolitan Area)","Tucson, AZ",HPN,TUS,Westchester County,Tucson International,375.9990099,432.4,2025,4,October to December,447.2285012,456.17,2015-12-01,2015,4,364.29,513.65,22.8,-11.2,2026-09-01
2025,1,January to March,"New York City, NY (Metropolitan Area)","Tucson, AZ",HPN,TUS,Westchester County,Tucson International,359.9638298,374.36,2025,4,October to December,447.2285012,456.17,2015-12-01,2015,4,364.29,513.65,22.8,-11.2,2026-09-01
2025,2,April to June,"New York City, NY (Metropolitan Area)","Tucson, AZ",HPN,TUS,Westchester County,Tucson International,366.555102,377.55,2025,4,October to December,447.2285012,456.17,2015-12-01,2015,4,364.29,513.65,22.8,-11.2,2026-09-01
2024,1,January to March,"New York City, NY (Metropolitan Area)","Vero Beach, FL",HPN,VRB,Westchester County,Vero Beach Municipal,142.8214232,151.39,2025,4,October to December,172.2906829,175.74,2024-03-01,2024,1,142.8214232,151.39,20.6,16.1,2026-09-01
2024,4,October to December,"New York City, NY (Metropolitan Area)","Vero Beach, FL",HPN,VRB,Westchester County,Vero Beach Municipal,164.8703412,173.11,2025,4,October to December,172.2906829,175.74,2024-03-01,2024,1,142.8214232,151.39,20.6,16.1,2026-09-01
2025,1,January to March,"New York City, NY (Metropolitan Area)","Vero Beach, FL",HPN,VRB,Westchester County,Vero Beach Municipal,150.2168534,156.23,2025,4,October to December,172.2906829,175.74,2024-03-01,2024,1,142.8214232,151.39,20.6,16.1,2026-09-01
2025,2,April to June,"New York City, NY (Metropolitan Area)","Vero Beach, FL",HPN,VRB,Westchester County,Vero Beach Municipal,145.6077739,149.98,2025,4,October to December,172.2906829,175.74,2024-03-01,2024,1,142.8214232,151.39,20.6,16.1,2026-09-01
2025,3,July to September,"New York City, NY (Metropolitan Area)","Vero Beach, FL",HPN,VRB,Westchester County,Vero Beach Municipal,96.8578895,98.8,2025,4,October to December,172.2906829,175.74,2024-03-01,2024,1,142.8214232,151.39,20.6,16.1,2026-09-01
2025,4,October to December,"New York City, NY (Metropolitan Area)","Vero Beach, FL",HPN,VRB,Westchester County,Vero Beach Municipal,172.2906829,175.74,2025,4,October to December,172.2906829,175.74,2024-03-01,2024,1,142.8214232,151.39,20.6,16.1,2026-09-01
2015,4,October to December,"Harlingen/San Benito, TX","Houston, TX",HRL,HOU,Valley International,William P Hobby,163.6,230.68,2025,4,October to December,162.177123,165.42,2015-12-01,2015,4,163.6,230.68,-0.9,-28.3,2026-09-01
2016,1,January to March,"Harlingen/San Benito, TX","Houston, TX",HRL,HOU,Valley International,William P Hobby,170.6564516,238.92,2025,4,October to December,162.177123,165.42,2015-12-01,2015,4,163.6,230.68,-0.9,-28.3,2026-09-01
2016,2,April to June,"Harlingen/San Benito, TX","Houston, TX",HRL,HOU,Valley International,William P Hobby,175.2183781,241.8,2025,4,October to December,162.177123,165.42,2015-12-01,2015,4,163.6,230.68,-0.9,-28.3,2026-09-01
2016,3,July to September,"Harlingen/San Benito, TX","Houston, TX",HRL,HOU,Valley International,William P Hobby,181.1022415,249.92,2025,4,October to December,162.177123,165.42,2015-12-01,2015,4,163.6,230.68,-0.9,-28.3,2026-09-01
2016,4,October to December,"Harlingen/San Benito, TX","Houston, TX",HRL,HOU,Valley International,William P Hobby,175.4719557,242.15,2025,4,October to December,162.177123,165.42,2015-12-01,2015,4,163.6,230.68,-0.9,-28.3,2026-09-01
