AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,CITY_MARKET_ID,DISPLAY_CITY_MARKET_NAME_FULL
YBB,Kugaaruk Airport,"Kugaaruk, Canada",36001,"Kugaaruk, Canada"
YBB,Pelly Bay Townsite,"Pelly Bay, Canada",36001,"Pelly Bay, Canada"
YBC,Baie Comeau Airport,"Baie Comeau, Canada",36002,"Baie Comeau, Canada"
YBE,Uranium City Airport,"Uranium City, Canada",36003,"Uranium City, Canada"
YBE,Uranium City Airport,"Uranium City, Canada",36003,"Uranium City, Canada"
YBG,Bagotville,"Saguenay, Canada",36004,"Saguenay, Canada"
YBG,Bagotville,"Saguenay, Canada",36004,"Saguenay, Canada"
YBG,Bagotville,"Saguenay, Canada",36004,"Saguenay, Canada"
YBJ,Baie Johan Beetz Airport,"Baie Johan Beetz, Canada",36005,"Baie Johan Beetz, Canada"
YBK,Baker Lake Airport,"Baker Lake, Canada",36006,"Baker Lake, Canada"
YBK,Baker Lake Airport,"Baker Lake, Canada",36006,"Baker Lake, Canada"
YBL,Campbell River Airport,"Campbell River, Canada",36007,"Campbell River, Canada"
YBL,Campbell River Airport,"Campbell River, Canada",36007,"Campbell River, Canada"
YBM,Bronson Creek Airport,"Bronson Creek, Canada",36008,"Bronson Creek, Canada"
YBM,Bronson Creek Airport,"Bronson Creek, Canada",36008,"Bronson Creek, Canada"
YBQ,Telegraph Harbour Airport,"Telegraph Harbour, Canada",36531,"Telegraph Harbour, Canada"
YBR,Brandon Airport,"Brandon, Canada",36009,"Brandon, Canada"
YBR,Brandon Municipal,"Brandon, Canada",36009,"Brandon, Canada"
YBR,Brandon Municipal,"Brandon, Canada",36009,"Brandon, Canada"
YBR,Brandon Municipal,"Brandon, Canada",36009,"Brandon, Canada"
YBS,Opapimiskan Lake Airport,"Opapimiskan Lake, Canada",36010,"Opapimiskan Lake, Canada"
YBT,Brochet Airport,"Brochet, Canada",36011,"Brochet, Canada"
YBT,Brochet Airport,"Brochet, Canada",36011,"Brochet, Canada"
YBV,Berens River Airport,"Berens River, Canada",36012,"Berens River, Canada"
YBV,Berens River Airport,"Berens River, Canada",36012,"Berens River, Canada"
YBW,Bedwell Harbour Water Aerodrome,"Bedwell Harbour, Canada",36583,"Bedwell Harbour, Canada"
YBX,Blanc Sablon Airport,"Blanc Sablon, Canada",36013,"Blanc Sablon, Canada"
YBX,Blanc Sablon Airport,"Blanc Sablon, Canada",36013,"Blanc Sablon, Canada"
YCB,Cambridge Bay Airport,"Cambridge Bay, Canada",36014,"Cambridge Bay, Canada"
YCB,Cambridge Bay Airport,"Cambridge Bay, Canada",36014,"Cambridge Bay, Canada"
YCB,Cambridge Bay Airport,"Cambridge Bay, Canada",36014,"Cambridge Bay, Canada"
YCC,Cornwall Regional,"Cornwall, Canada",36015,"Cornwall, Canada"
YCC,Cornwall Regional,"Cornwall, Canada",36015,"Cornwall, Canada"
YCC,Cornwall Regional,"Cornwall, Canada",36015,"Cornwall, Canada"
YCD,Nanaimo Airport,"Nanaimo, Canada",36016,"Nanaimo, Canada"
YCD,Nanaimo Airport,"Nanaimo, Canada",36016,"Nanaimo, Canada"
YCE,James T. Field Memorial,"Centralia, Canada",36508,"Centralia, Canada"
YCE,James T. Field Memorial,"Centralia, Canada",36508,"Centralia, Canada"
YCE,James T. Field Memorial,"Centralia, Canada",36508,"Centralia, Canada"
YCE,James T. Field Memorial,"Centralia, Canada",36508,"Centralia, Canada"
YCE,James T. Field Memorial,"Centralia, Canada",36508,"Centralia, Canada"
YCF,Cortes Bay Airport,"Cortes Bay, Canada",36017,"Cortes Bay, Canada"
YCG,Castlegar,"Castlegar/Nelson/Trail, Canada",36018,"Castlegar/Nelson/Trail, Canada"
YCG,Castlegar West Kootenay Regional,"Castlegar/Nelson/Trail, Canada",36018,"Castlegar/Nelson/Trail, Canada"
YCG,West Kootenay Regional,"Castlegar/Nelson/Trail, Canada",36018,"Castlegar/Nelson/Trail, Canada"
YCH,Miramichi Airport,"Miramichi, Canada",36019,"Miramichi, Canada"
YCH,Miramichi Airport,"Miramichi, Canada",36019,"Miramichi, Canada"
YCH,Miramichi Airport,"Miramichi, Canada",36019,"Miramichi, Canada"
YCH,Miramichi Airport,"Miramichi, Canada",36019,"Miramichi, Canada"
YCH,Miramichi Airport,"Miramichi, Canada",36019,"Miramichi, Canada"
YCH,Miramichi Airport,"Miramichi, Canada",36019,"Miramichi, Canada"
YCJ,Cape Saint James Airport,"Cape Saint James, Canada",36020,"Cape Saint James, Canada"
YCK,Colville Lake Airport,"Colville Lake, Canada",36021,"Colville Lake, Canada"
YCK,Colville Lake Airport,"Colville Lake, Canada",36021,"Colville Lake, Canada"
YCK,Colville Lake Airport,"Colville Lake, Canada",36021,"Colville Lake, Canada"
YCK,Colville Lake Tommy Kochon,"Colville Lake, Canada",36021,"Colville Lake, Canada"
YCK,Colville Lake Tommy Kochon,"Colville Lake, Canada",36021,"Colville Lake, Canada"
YCK,Tommy Kochon,"Colville Lake, Canada",36021,"Colville Lake, Canada"
YCL,Charlo Airport,"Charlo, Canada",36022,"Charlo, Canada"
YCL,Charlo Airport,"Charlo, Canada",36022,"Charlo, Canada"
YCM,Niagara District,"St. Catharines, Canada",36023,"St. Catharines, Canada"
YCM,Niagara District,"St. Catharines, Canada",36023,"St. Catharines, Canada"
YCM,Niagara District,"St. Catharines, Canada",36023,"St. Catharines, Canada"
YCM,Niagara District,"St. Catharines, Canada",36023,"St. Catharines, Canada"
YCN,Cochrane Airport,"Cochrane, Canada",36024,"Cochrane, Canada"
YCN,Cochrane Airport,"Cochrane, Canada",36024,"Cochrane, Canada"
YCN,Cochrane Airport,"Cochrane, Canada",36024,"Cochrane, Canada"
YCN,Cochrane Airport,"Cochrane, Canada",36024,"Cochrane, Canada"
YCO,Kugluktuk,"Kugluktuk/Coppermine, Canada",36025,"Kugluktuk/Coppermine, Canada"
YCO,Kugluktuk,"Kugluktuk/Coppermine, Canada",36025,"Kugluktuk/Coppermine, Canada"
YCO,Kugluktuk,"Kugluktuk/Coppermine, Canada",36025,"Kugluktuk/Coppermine, Canada"
YCR,Cross Lake Airport,"Cross Lake, Canada",36026,"Cross Lake, Canada"
YCR,Cross Lake Airport,"Cross Lake, Canada",36026,"Cross Lake, Canada"
YCR,Cross Lake Airport,"Cross Lake, Canada",36026,"Cross Lake, Canada"
YCR,Cross Lake Airport,"Cross Lake, Canada",36026,"Cross Lake, Canada"
YCS,Chesterfield Inlet Airport,"Chesterfield Inlet, Canada",36027,"Chesterfield Inlet, Canada"
YCS,Chesterfield Inlet Airport,"Chesterfield Inlet, Canada",36027,"Chesterfield Inlet, Canada"
YCS,Chesterfield Inlet Airport,"Chesterfield Inlet, Canada",36027,"Chesterfield Inlet, Canada"
YCY,Clyde River Airport,"Clyde River, Canada",36028,"Clyde River, Canada"
YCY,Clyde River Airport,"Clyde River, Canada",36028,"Clyde River, Canada"
YCY,Clyde River Airport,"Clyde River, Canada",36028,"Clyde River, Canada"
YDA,Dawson City Airport,"Dawson City, Canada",36029,"Dawson City, Canada"
YDA,Dawson City Airport,"Dawson City, Canada",36029,"Dawson City, Canada"
YDA,Dawson City Airport,"Dawson City, Canada",36029,"Dawson City, Canada"
YDB,Burwash,"Burwash Landings, Canada",36030,"Burwash Landings, Canada"
YDF,Deer Lake Airport,"Deer Lake, Canada",36031,"Deer Lake, Canada"
YDF,Deer Lake Airport,"Deer Lake, Canada",36031,"Deer Lake, Canada"
YDL,Dease Lake Airport,"Dease Lake, Canada",36032,"Dease Lake, Canada"
YDL,Dease Lake Airport,"Dease Lake, Canada",36032,"Dease Lake, Canada"
YDN,Dauphin Barker,"Dauphin, Canada",36033,"Dauphin, Canada"
YDN,Dauphin Barker,"Dauphin, Canada",36033,"Dauphin, Canada"
YDN,Dauphin Barker,"Dauphin, Canada",36033,"Dauphin, Canada"
YDN,Dauphin Barker,"Dauphin, Canada",36033,"Dauphin, Canada"
YDN,Dauphin Barker,"Dauphin, Canada",36033,"Dauphin, Canada"
YDN,Dauphin Barker,"Dauphin, Canada",36033,"Dauphin, Canada"
YDP,Nain Airport,"Nain, Canada",36034,"Nain, Canada"
YDP,Nain Airport,"Nain, Canada",36034,"Nain, Canada"
YDP,Nain Airport,"Nain, Canada",36034,"Nain, Canada"
YDP,Nain Airport,"Nain, Canada",36034,"Nain, Canada"
YDP,Nain Airport,"Nain, Canada",36034,"Nain, Canada"
YDQ,Dawson Creek Airport,"Dawson Creek, Canada",36035,"Dawson Creek, Canada"
YDQ,Dawson Creek Airport,"Dawson Creek, Canada",36035,"Dawson Creek, Canada"
YDS,Desolation Sound Marine Park,"Desolation Sound, Canada",36036,"Desolation Sound, Canada"
YDU,Kasba Lake Airport,"Kasba Lake, Canada",35699,"Kasba Lake, Canada"
YDU,Kasba Lake Airport,"Kasba Lake, Canada",35699,"Kasba Lake, Canada"
YEA,Edmonton Metropolitan Area,"Edmonton, Canada",36039,"Edmonton, Canada"
YEC,Yecheon Airport,"Yecheon, South Korea",36040,"Yecheon, South Korea"
YEC,Yecheon Airport,"Yecheon, South Korea",36040,"Yecheon, South Korea"
YED,Edmonton Namao Heliport,"Edmonton, Canada",36039,"Edmonton, Canada"
YED,Edmonton Namao Heliport,"Edmonton, Canada",36039,"Edmonton, Canada"
YED,Edmonton Namao Heliport,"Edmonton, Canada",36039,"Edmonton, Canada"
YED,Edmonton Namao Heliport,"Edmonton, Canada",36039,"Edmonton, Canada"
YED,Edmonton Namao Heliport,"Edmonton, Canada",36039,"Edmonton, Canada"
YEG,Edmonton International,"Edmonton, Canada",36039,"Edmonton, Canada"
YEG,Edmonton International,"Edmonton, Canada",36039,"Edmonton, Canada"
YEG,Edmonton International,"Edmonton, Canada",36039,"Edmonton, Canada"
YEG,Edmonton International,"Edmonton, Canada",36039,"Edmonton, Canada"
YEG,Edmonton International,"Edmonton, Canada",36039,"Edmonton, Canada"
YEK,Arviat Airport,"Arviat, Canada",36043,"Arviat, Canada"
YEK,Arviat Airport,"Arviat, Canada",36043,"Arviat, Canada"
YEK,Eskimo Point Airport,"Eskimo Point, Canada",36043,"Eskimo Point, Canada"
YEL,Elliot Lake Municipal,"Elliot Lake, Canada",36044,"Elliot Lake, Canada"
YEL,Elliot Lake Municipal,"Elliot Lake, Canada",36044,"Elliot Lake, Canada"
YEM,East Manitoulin Municipal,"Manitowaning, Canada",36045,"Manitowaning, Canada"
YEM,Manitoulin East Municipal,"Manitowaning, Canada",36045,"Manitowaning, Canada"
YEO,Yeovilton Airport,"Yeovilton, United Kingdom",36046,"Yeovilton, United Kingdom"
YEO,Yeovilton Airport,"Yeovilton, United Kingdom",36046,"Yeovilton, United Kingdom"
YEO,Yeovilton Airport,"Yeovilton, United Kingdom",36046,"Yeovilton, United Kingdom"
YEO,Yeovilton Airport,"Yeovilton, United Kingdom",36046,"Yeovilton, United Kingdom"
YEO,Yeovilton Airport,"Yeovilton, United Kingdom",36046,"Yeovilton, United Kingdom"
YEO,Yeovilton Airport,"Yeovilton, United Kingdom",36046,"Yeovilton, United Kingdom"
YER,Fort Severn Airport,"Fort Severn, Canada",36047,"Fort Severn, Canada"
YER,Fort Severn Airport,"Fort Severn, Canada",36047,"Fort Severn, Canada"
YEU,Eureka Airport,"Eureka, Canada",36048,"Eureka, Canada"
YEU,Eureka Airport,"Eureka, Canada",36048,"Eureka, Canada"
YEU,Eureka Airport,"Eureka, Canada",36048,"Eureka, Canada"
YEU,Eureka Airport,"Eureka, Canada",36048,"Eureka, Canada"
YEV,Inuvik Airport,"Inuvik, Canada",36049,"Inuvik, Canada"
YFB,Frobisher,"Frobisher Bay, Canada",36050,"Frobisher Bay, Canada"
YFB,Iqaluit Airport,"Iqaluit, Canada",36050,"Iqaluit, Canada"
YFB,Iqaluit Airport,"Iqaluit, Canada",36050,"Iqaluit, Canada"
YFB,Iqaluit Airport,"Iqaluit, Canada",36050,"Iqaluit, Canada"
YFB,Iqaluit Airport,"Iqaluit, Canada",36050,"Iqaluit, Canada"
YFC,Fredericton International,"Fredericton, Canada",36051,"Fredericton, Canada"
YFC,Fredericton International,"Fredericton, Canada",36051,"Fredericton, Canada"
YFC,Fredericton International,"Fredericton, Canada",36051,"Fredericton, Canada"
YFO,Flin Flon Airport,"Flin Flon, Canada",36052,"Flin Flon, Canada"
YFO,Flin Flon Airport,"Flin Flon, Canada",36052,"Flin Flon, Canada"
YFR,Fort Resolution Airport,"Fort Resolution, Canada",36053,"Fort Resolution, Canada"
YFR,Fort Resolution Airport,"Fort Resolution, Canada",36053,"Fort Resolution, Canada"
YFS,Fort Simpson Airport,"Fort Simpson, Canada",36054,"Fort Simpson, Canada"
YFS,Fort Simpson Airport,"Fort Simpson, Canada",36054,"Fort Simpson, Canada"
YGA,Gagnon Airport,"Gagnon, Canada",36055,"Gagnon, Canada"
YGA,Gagnon Airport,"Gagnon, Canada",36055,"Gagnon, Canada"
YGA,Gagnon Airport,"Gagnon, Canada",36055,"Gagnon, Canada"
YGB,Texada Gillies Bay,"Gillies Bay, Canada",36056,"Gillies Bay, Canada"
YGB,Texada Gillies Bay,"Gillies Bay, Canada",36056,"Gillies Bay, Canada"
YGB,Texada Gillies Bay,"Gillies Bay, Canada",36056,"Gillies Bay, Canada"
YGE,Gorge Harbor Airport,"Gorge Harbor, Canada",36057,"Gorge Harbor, Canada"
YGG,Ganges Harbor Airport,"Ganges Harbor, Canada",36058,"Ganges Harbor, Canada"
YGH,Fort Good Hope Ice Strip,"Fort Good Hope, Canada",36059,"Fort Good Hope, Canada"
YGJ,Miho,"Yonago, Japan",36060,"Yonago, Japan"
YGJ,Miho,"Yonago, Japan",36060,"Yonago, Japan"
YGK,Kingston Airport,"Kingston, Canada",36061,"Kingston, Canada"
YGK,Kingston Airport,"Kingston, Canada",36061,"Kingston, Canada"
YGK,Kingston Airport,"Kingston, Canada",36061,"Kingston, Canada"
YGK,Kingston Airport,"Kingston, Canada",36061,"Kingston, Canada"
YGL,La Grande Riviere,"La Grande, Canada",36062,"La Grande, Canada"
YGN,Greenway Sound Airport,"Greenway Sound, Canada",36063,"Greenway Sound, Canada"
YGP,Gaspe Airport,"Gaspe, Canada",36064,"Gaspe, Canada"
YGP,Gaspe Airport,"Gaspe, Canada",36064,"Gaspe, Canada"
YGP,Gaspe Airport,"Gaspe, Canada",36064,"Gaspe, Canada"
YGP,Michel Pouliot,"Gaspe, Canada",36064,"Gaspe, Canada"
YGP,Michel Pouliot,"Gaspe, Canada",36064,"Gaspe, Canada"
YGP,Michel Pouliot,"Gaspe, Canada",36064,"Gaspe, Canada"
YGQ,Geraldton Greenstone Regional,"Geraldton, Canada",36065,"Geraldton, Canada"
YGQ,Geraldton Greenstone Regional,"Geraldton, Canada",36065,"Geraldton, Canada"
YGR,Iles de la Madeleine Airport,"Iles de la Madeleine, Canada",36066,"Iles de la Madeleine, Canada"
YGR,Iles de la Madeleine Airport,"Iles de la Madeleine, Canada",36066,"Iles de la Madeleine, Canada"
YGR,Iles de la Madeleine Airport,"Iles de la Madeleine, Canada",36066,"Iles de la Madeleine, Canada"
YGR,Iles de la Madeleine Airport,"Iles de la Madeleine, Canada",36066,"Iles de la Madeleine, Canada"
YGT,Igloolik Airport,"Igloolik, Canada",36067,"Igloolik, Canada"
YGT,Igloolik Airport,"Igloolik, Canada",36067,"Igloolik, Canada"
YGT,Igloolik Airport,"Igloolik, Canada",36067,"Igloolik, Canada"
YGV,Havre St. Pierre Airport,"Havre St. Pierre, Canada",36068,"Havre St. Pierre, Canada"
YGV,Havre St. Pierre Airport,"Havre St. Pierre, Canada",36068,"Havre St. Pierre, Canada"
YGV,Havre St. Pierre Airport,"Havre St. Pierre, Canada",36068,"Havre St. Pierre, Canada"
YGV,Havre St. Pierre Airport,"Havre St. Pierre, Canada",36068,"Havre St. Pierre, Canada"
YGV,Havre St. Pierre Airport,"Havre St. Pierre, Canada",36068,"Havre St. Pierre, Canada"
YGW,Kuujjuarapik Airport,"Kuujjuarapik, Canada",36069,"Kuujjuarapik, Canada"
YGW,Kuujjuarapik Airport,"Kuujjuarapik, Canada",36069,"Kuujjuarapik, Canada"
YGX,Gillam Airport,"Gillam, Canada",36070,"Gillam, Canada"
YGX,Gillam Airport,"Gillam, Canada",36070,"Gillam, Canada"
YGZ,Grise Fiord Airport,"Grise Fiord, Canada",36072,"Grise Fiord, Canada"
YGZ,Grise Fiord Airport,"Grise Fiord, Canada",36072,"Grise Fiord, Canada"
YGZ,Grise Fiord Airport,"Grise Fiord, Canada",36072,"Grise Fiord, Canada"
YGZ,Grise Fiord Airport,"Grise Fiord, Canada",36072,"Grise Fiord, Canada"
YGZ,Grise Fiord Airport,"Grise Fiord, Canada",36072,"Grise Fiord, Canada"
YGZ,Grise Fiord Airport,"Grise Fiord, Canada",36072,"Grise Fiord, Canada"
YHA,Port Hope Simpson Airport,"Port Hope Simpson, Canada",36073,"Port Hope Simpson, Canada"
YHA,Port Hope Simpson Airport,"Port Hope Simpson, Canada",36073,"Port Hope Simpson, Canada"
YHD,Dryden Municipal,"Dryden, Canada",36074,"Dryden, Canada"
YHD,Dryden Regional,"Dryden, Canada",36074,"Dryden, Canada"
YHD,Dryden Regional,"Dryden, Canada",36074,"Dryden, Canada"
YHD,Dryden Regional,"Dryden, Canada",36074,"Dryden, Canada"
YHD,Dryden Regional,"Dryden, Canada",36074,"Dryden, Canada"
YHF,Hearst Municipal,"Hearst, Canada",36075,"Hearst, Canada"
YHF,Hearst Municipal,"Hearst, Canada",36075,"Hearst, Canada"
YHF,Hearst Municipal,"Hearst, Canada",36075,"Hearst, Canada"
YHF,Hearst Municipal,"Hearst, Canada",36075,"Hearst, Canada"
YHH,Harbor,"Campbell River, Canada",36007,"Campbell River, Canada"
YHI,Ulukhaktok,"Holman Island, Canada",36077,"Holman Island, Canada"
YHI,Ulukhaktok,"Holman Island, Canada",36077,"Holman Island, Canada"
YHI,Ulukhaktok Holman,"Holman Island, Canada",36077,"Holman Island, Canada"
YHK,Gjoa Haven Airport,"Gjoa Haven, Canada",37070,"Gjoa Haven, Canada"
YHM,John C. Munro Hamilton International,"Hamilton, Canada",36078,"Hamilton, Canada"
YHM,John C. Munro Hamilton International,"Hamilton, Canada",36078,"Hamilton, Canada"
YHM,John C. Munro Hamilton International,"Hamilton, Canada",36078,"Hamilton, Canada"
YHN,Hornepayne Municipal,"Hornepayne, Canada",36079,"Hornepayne, Canada"
YHN,Hornepayne Municipal,"Hornepayne, Canada",36079,"Hornepayne, Canada"
YHN,Hornepayne Municipal,"Hornepayne, Canada",36079,"Hornepayne, Canada"
YHN,Hornepayne Municipal,"Hornepayne, Canada",36079,"Hornepayne, Canada"
YHR,Harrington Harbour Airport,"Harrington Harbour, Canada",36080,"Harrington Harbour, Canada"
YHS,Sechelt Airport,"Sechelt, Canada",36081,"Sechelt, Canada"
YHS,Sechelt Airport,"Sechelt, Canada",36081,"Sechelt, Canada"
YHS,Sechelt Airport,"Sechelt, Canada",36081,"Sechelt, Canada"
YHT,Haines Junction Airport,"Haines Junction, Canada",36082,"Haines Junction, Canada"
YHT,Haines Junction Airport,"Haines Junction, Canada",36082,"Haines Junction, Canada"
YHT,Haines Junction Airport,"Haines Junction, Canada",36082,"Haines Junction, Canada"
YHT,Haines Junction Airport,"Haines Junction, Canada",36082,"Haines Junction, Canada"
YHU,Montreal Metropolitan,"Montreal, Canada",36083,"Montreal, Canada"
YHU,St. Hubert,"Montreal, Canada",36083,"Montreal, Canada"
YHU,St. Hubert,"Montreal, Canada",36083,"Montreal, Canada"
YHY,Hay River Airport,"Hay River, Canada",36084,"Hay River, Canada"
YHY,Hay River Airport,"Hay River, Canada",36084,"Hay River, Canada"
YHY,Hay River Airport,"Hay River, Canada",36084,"Hay River, Canada"
YHY,Hay River Merlyn Carter,"Hay River, Canada",36084,"Hay River, Canada"
YHY,Hay River Merlyn Carter,"Hay River, Canada",36084,"Hay River, Canada"
YHY,Merlyn Carter,"Hay River, Canada",36084,"Hay River, Canada"
YHZ,Halifax Stanfield International,"Halifax, Canada",36085,"Halifax, Canada"
YHZ,Halifax Stanfield International,"Halifax, Canada",36085,"Halifax, Canada"
YHZ,Halifax Stanfield International,"Halifax, Canada",36085,"Halifax, Canada"
YHZ,Halifax Stanfield International,"Halifax, Canada",36085,"Halifax, Canada"
YHZ,Halifax Stanfield International,"Halifax, Canada",36085,"Halifax, Canada"
YHZ,Halifax Stanfield International,"Halifax, Canada",36085,"Halifax, Canada"
YHZ,Halifax Stanfield International,"Halifax, Canada",36085,"Halifax, Canada"
YHZ,Stanfield International,"Halifax, Canada",36085,"Halifax, Canada"
YIA,Internasional Yogyakarta,"Yogyakarta, Indonesia",32529,"Yogyakarta, Indonesia"
YIA,Yogyakarta International,"Yogyakarta, Indonesia",32529,"Yogyakarta, Indonesia"
YIB,Atikokan Municipal,"Atikokan, Canada",36086,"Atikokan, Canada"
YIB,Atikokan Municipal,"Atikokan, Canada",36086,"Atikokan, Canada"
YIB,Atikokan Municipal,"Atikokan, Canada",36086,"Atikokan, Canada"
YIB,Atikokan Municipal,"Atikokan, Canada",36086,"Atikokan, Canada"
YIB,Atikokan Municipal,"Atikokan, Canada",36086,"Atikokan, Canada"
YIF,St Augustin,"Pakuashipi, Canada",36087,"Pakuashipi, Canada"
YIF,St Augustin,"Pakuashipi, Canada",36087,"Pakuashipi, Canada"
YIF,St Augustin,"Pakuashipi, Canada",36087,"Pakuashipi, Canada"
YIF,St Augustin,"Pakuashipi, Canada",36087,"Pakuashipi, Canada"
YIF,St Augustin,"Pakuashipi, Canada",36087,"Pakuashipi, Canada"
YIF,St Augustin,"Pakuashipi, Canada",36087,"Pakuashipi, Canada"
YIF,St Augustin,"Pakuashipi, Canada",36087,"Pakuashipi, Canada"
YIG,Big Bay Marina Airport,"Big Bay Marina, Canada",36088,"Big Bay Marina, Canada"
YIH,Yichang Sanxia,"Yichang, China",36089,"Yichang, China"
YIH,Yichang Sanxia,"Yichang, China",36089,"Yichang, China"
YIH,Yichang Sanxia,"Yichang, China",36089,"Yichang, China"
YIH,Yichang South,"Yichang, China",36089,"Yichang, China"
YIH,Yichang South,"Yichang, China",36089,"Yichang, China"
YIO,Pond Inlet Airport,"Pond Inlet, Canada",36090,"Pond Inlet, Canada"
YIO,Pond Inlet Airport,"Pond Inlet, Canada",36090,"Pond Inlet, Canada"
YIP,Willow Run,"Detroit, MI",31295,"Detroit, MI"
YIP,Willow Run,"Detroit, MI",31295,"Detroit, MI"
YIP,Willow Run,"Detroit, MI",31295,"Detroit, MI"
YIP,Willow Run,"Detroit, MI",31295,"Detroit, MI"
YIP,Willow Run,"Detroit, MI",31295,"Detroit, MI"
YIP,Willow Run,"Detroit, MI",31295,"Detroit, MI"
YIP,Willow Run,"Detroit, MI",31295,"Detroit, MI"
YIV,Island Lake Airport,"Island Lake, Canada",36092,"Island Lake, Canada"
YIV,Island Lake Airport,"Island Lake, Canada",36092,"Island Lake, Canada"
YIW,Yiwu Airport,"Yiwu, China",36093,"Yiwu, China"
YIW,Yiwu Airport,"Yiwu, China",36093,"Yiwu, China"
YIW,Yiwu Airport,"Yiwu, China",36093,"Yiwu, China"
YIW,Yiwu Airport,"Yiwu, China",36093,"Yiwu, China"
YIW,Yiwu Airport,"Yiwu, China",36093,"Yiwu, China"
YIW,Yiwu Airport,"Yiwu, China",36093,"Yiwu, China"
YJO,Johnny Mountain Airport,"Johnny Mountain, Canada",36094,"Johnny Mountain, Canada"
YJT,Stephenville Airport,"Stephenville, Canada",36095,"Stephenville, Canada"
YJT,Stephenville Airport,"Stephenville, Canada",36095,"Stephenville, Canada"
YJT,Stephenville Airport,"Stephenville, Canada",36095,"Stephenville, Canada"
YJT,Stephenville Dymond,"Stephenville, Canada",36095,"Stephenville, Canada"
YKA,Kamloops Airport,"Kamloops, Canada",36096,"Kamloops, Canada"
YKA,Kamloops Airport,"Kamloops, Canada",36096,"Kamloops, Canada"
YKA,Kamloops Airport,"Kamloops, Canada",36096,"Kamloops, Canada"
YKF,Region of Waterloo International,"Kitchener, Canada",36097,"Kitchener, Canada"
YKF,Waterloo,"Kitchener, Canada",36097,"Kitchener, Canada"
YKF,Waterloo,"Kitchener, Canada",36097,"Kitchener, Canada"
YKF,Waterloo Regional,"Kitchener, Canada",36097,"Kitchener, Canada"
YKG,Kangirsuk Airport,"Kangirsuk, Canada",36098,"Kangirsuk, Canada"
YKJ,Key Lake Airport,"Key Lake, Canada",36099,"Key Lake, Canada"
YKJ,Key Lake Airport,"Key Lake, Canada",36099,"Key Lake, Canada"
YKL,Schefferville Airport,"Schefferville, Canada",36100,"Schefferville, Canada"
YKL,Schefferville Airport,"Schefferville, Canada",36100,"Schefferville, Canada"
YKM,Yakima Air Terminal/McAllister Field,"Yakima, WA",36101,"Yakima, WA"
YKM,Yakima Air Terminal/McAllister Field,"Yakima, WA",36101,"Yakima, WA"
YKN,Chan Gurney Municipal,"Yankton, SD",36102,"Yankton, SD"
YKN,Chan Gurney Municipal,"Yankton, SD",36102,"Yankton, SD"
YKS,Yakutsk Airport,"Yakutsk, Russia",36103,"Yakutsk, Russia"
YKS,Yakutsk Airport,"Yakutsk, Russia",36103,"Yakutsk, Russia"
YKS,Yakutsk Airport,"Yakutsk, Russia",36103,"Yakutsk, Russia"
YKS,Yakutsk Airport,"Yakutsk, Russia",36103,"Yakutsk, Russia"
YKS,Yakutsk Airport,"Yakutsk, Russia",36103,"Yakutsk, Russia"
YKS,Yakutsk Airport,"Yakutsk, Russia",36103,"Yakutsk, Russia"
YKS,Yakutsk Airport,"Yakutsk, Russia",36103,"Yakutsk, Russia"
YKS,Yakutsk Airport,"Yakutsk, Russia",36103,"Yakutsk, Russia"
YKS,Yakutsk Airport,"Yakutsk, U.S.S.R.",36103,"Yakutsk, U.S.S.R."
YKU,Ft. George,"Fort George, Canada",36104,"Fort George, Canada"
YKX,Kirkland Lake Airport,"Kirkland Lake, Canada",36105,"Kirkland Lake, Canada"
YKX,Kirkland Lake Airport,"Kirkland Lake, Canada",36105,"Kirkland Lake, Canada"
YKZ,Buttonville Municipal,"Toronto, Canada",36106,"Toronto, Canada"
YKZ,Buttonville Municipal,"Toronto, Canada",36106,"Toronto, Canada"
YLC,Lake Harbour,"Kimmirut/Lake Harbour, Canada",36107,"Kimmirut/Lake Harbour, Canada"
YLC,Lake Harbour,"Kimmirut/Lake Harbour, Canada",36107,"Kimmirut/Lake Harbour, Canada"
YLD,Chapleau Airport,"Chapleau, Canada",36108,"Chapleau, Canada"
YLD,Chapleau Airport,"Chapleau, Canada",36108,"Chapleau, Canada"
YLD,Chapleau Airport,"Chapleau, Canada",36108,"Chapleau, Canada"
YLH,Lansdowne House Airport,"Lansdowne House, Canada",36109,"Lansdowne House, Canada"
YLH,Lansdowne House Airport,"Lansdowne House, Canada",36109,"Lansdowne House, Canada"
YLJ,Meadow Lake Airport,"Meadow Lake, Canada",36938,"Meadow Lake, Canada"
YLL,Lloydminster Airport,"Lloydminster, Canada",36110,"Lloydminster, Canada"
YLL,Lloydminster Airport,"Lloydminster, Canada",36110,"Lloydminster, Canada"
YLP,Mingan Airport,"Mingan, Canada",36111,"Mingan, Canada"
YLP,Mingan Airport,"Mingan, Canada",36111,"Mingan, Canada"
YLQ,La Tuque Airport,"La Tuque, Canada",36112,"La Tuque, Canada"
YLQ,La Tuque Airport,"La Tuque, Canada",36112,"La Tuque, Canada"
YLQ,La Tuque Airport,"La Tuque, Canada",36112,"La Tuque, Canada"
YLQ,La Tuque Airport,"La Tuque, Canada",36112,"La Tuque, Canada"
YLR,Leaf Rapids Airport,"Leaf Rapids, Canada",36113,"Leaf Rapids, Canada"
