AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,CITY_MARKET_ID,DISPLAY_CITY_MARKET_NAME_FULL
ABR,Aberdeen Regional,"Aberdeen, SD",30141,"Aberdeen, SD"
ABR,Aberdeen Regional,"Aberdeen, SD",30141,"Aberdeen, SD"
ABR,Aberdeen Regional,"Aberdeen, SD",30141,"Aberdeen, SD"
ABR,Aberdeen Regional,"Aberdeen, SD",30141,"Aberdeen, SD"
ABR,Aberdeen Regional,"Aberdeen, SD",30141,"Aberdeen, SD"
ABR,Aberdeen Regional,"Aberdeen, SD",30141,"Aberdeen, SD"
ABR,Aberdeen Regional,"Aberdeen, SD",30141,"Aberdeen, SD"
ABS,Abu Simbel Airport,"Abu Simbel, Egypt",30142,"Abu Simbel, Egypt"
ABS,Abu Simbel Airport,"Abu Simbel, Egypt",30142,"Abu Simbel, Egypt"
ABS,Abu Simbel Airport,"Abu Simbel, Egypt",30142,"Abu Simbel, Egypt"
ABS,Abu Simbel Airport,"Abu Simbel, Egypt",30142,"Abu Simbel, Egypt"
ABS,Abu Simbel Airport,"Abu Simbel, Egypt",30142,"Abu Simbel, Egypt"
ABT,Al Baha,"Al-Baha, Saudi Arabia",30143,"Al-Baha, Saudi Arabia"
ABT,Al-Baha Airport,"Al-Baha, Saudi Arabia",30143,"Al-Baha, Saudi Arabia"
ABT,King Saud Bin Abdulaziz,"Al-Baha, Saudi Arabia",30143,"Al-Baha, Saudi Arabia"
ABT,King Saud Bin Abdulaziz,"Al-Baha, Saudi Arabia",30143,"Al-Baha, Saudi Arabia"
ABT,King Saud Bin Abdulaziz,"Al-Baha, Saudi Arabia",30143,"Al-Baha, Saudi Arabia"
ABV,Abuja Nnamdi Azikiwe International,"Abuja, Nigeria",30144,"Abuja, Nigeria"
ABV,Abuja Nnamdi Azikiwe International,"Abuja, Nigeria",30144,"Abuja, Nigeria"
ABV,Abuja Nnamdi Azikiwe International,"Abuja, Nigeria",30144,"Abuja, Nigeria"
ABV,Nnamdi Azikiwe International,"Abuja, Nigeria",30144,"Abuja, Nigeria"
ABV,Nnamdi Azikiwe International,"Abuja, Nigeria",30144,"Abuja, Nigeria"
ABX,Albury Airport,"Albury, Australia",30145,"Albury, Australia"
ABX,Albury Airport,"Albury, Australia",30145,"Albury, Australia"
ABY,Southwest Georgia Regional,"Albany, GA",30146,"Albany, GA"
ABY,Southwest Georgia Regional,"Albany, GA",30146,"Albany, GA"
ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",30147,"Aberdeen, United Kingdom"
ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",30147,"Aberdeen, United Kingdom"
ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",30147,"Aberdeen, United Kingdom"
ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",30147,"Aberdeen, United Kingdom"
ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",30147,"Aberdeen, United Kingdom"
ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",30147,"Aberdeen, United Kingdom"
ACA,Acapulco International,"Acapulco, Mexico",30148,"Acapulco, Mexico"
ACA,General Juan N Alvarez International,"Acapulco, Mexico",30148,"Acapulco, Mexico"
ACA,General Juan N Alvarez International,"Acapulco, Mexico",30148,"Acapulco, Mexico"
ACB,Antrim County,"Bellaire, MI",30149,"Bellaire, MI"
ACB,Antrim County,"Bellaire, MI",30149,"Bellaire, MI"
ACC,Accra Kotoka International,"Accra, Ghana",30150,"Accra, Ghana"
ACC,Accra Kotoka International,"Accra, Ghana",30150,"Accra, Ghana"
ACC,Kotoka International,"Accra, Ghana",30150,"Accra, Ghana"
ACC,Kotoka International,"Accra, Ghana",30150,"Accra, Ghana"
ACE,Lanzarote,"Arrecife, Spain",30151,"Arrecife, Spain"
ACE,Lanzarote,"Arrecife, Spain",30151,"Arrecife, Spain"
ACH,St Gallen Altenrhein,"Altenrhein, Switzerland",30152,"Altenrhein, Switzerland"
ACH,St Gallen Altenrhein,"Altenrhein, Switzerland",30152,"Altenrhein, Switzerland"
ACI,Alderney Airport,"Alderney, United Kingdom",30153,"Alderney, United Kingdom"
ACI,Alderney Airport,"Alderney, United Kingdom",30153,"Alderney, United Kingdom"
ACI,Alderney Airport,"Alderney, United Kingdom",30153,"Alderney, United Kingdom"
ACI,Alderney Airport,"Alderney, United Kingdom",30153,"Alderney, United Kingdom"
ACI,Alderney Airport,"Alderney, United Kingdom",30153,"Alderney, United Kingdom"
ACI,Alderney Airport,"Alderney, United Kingdom",30153,"Alderney, United Kingdom"
ACI,Alderney Airport,"Alderney, United Kingdom",30153,"Alderney, United Kingdom"
ACK,Nantucket Memorial,"Nantucket, MA",30154,"Nantucket, MA"
ACK,Nantucket Memorial,"Nantucket, MA",30154,"Nantucket, MA"
ACK,Nantucket Memorial,"Nantucket, MA",30154,"Nantucket, MA"
ACK,Nantucket Memorial,"Nantucket, MA",30154,"Nantucket, MA"
ACK,Nantucket Memorial,"Nantucket, MA",30154,"Nantucket, MA"
ACK,Nantucket Memorial,"Nantucket, MA",30154,"Nantucket, MA"
ACT,Waco Regional,"Waco, TX",30155,"Waco, TX"
ACT,Waco Regional,"Waco, TX",30155,"Waco, TX"
ACT,Waco Regional,"Waco, TX",30155,"Waco, TX"
ACU,Achutupo Airport,"Achutupo, Panama",30156,"Achutupo, Panama"
ACV,Arcata,"Arcata/Eureka, CA",30157,"Eureka/Arcata, CA"
ACV,Arcata,"Arcata/Eureka, CA",30157,"Eureka/Arcata, CA"
ACV,Arcata,"Arcata/Eureka, CA",30157,"Eureka/Arcata, CA"
ACV,Arcata,"Arcata/Eureka, CA",30157,"Eureka/Arcata, CA"
ACV,California Redwood Coast Humboldt County,"Arcata/Eureka, CA",30157,"Eureka/Arcata, CA"
ACV,California Redwood Coast Humboldt County,"Arcata/Eureka, CA",30157,"Eureka/Arcata, CA"
ACX,Xingyi Airport,"Xingyi, China",37026,"Xingyi, China"
ACY,Atlantic City International,"Atlantic City, NJ",30158,"Atlantic City, NJ"
ACY,Atlantic City International,"Atlantic City, NJ",30158,"Atlantic City, NJ"
ACY,Atlantic City International,"Atlantic City, NJ",30158,"Atlantic City, NJ"
ACY,Nafec Atl,"Atlantic City, NJ",30158,"Atlantic City, NJ"
ACY,Nafec Atlantic City,"Atlantic City, NJ",30158,"Atlantic City, NJ"
ADA,Adana International,"Adana, Turkey",30159,"Adana, Turkey"
ADA,Adana International,"Adana, Turkey",30159,"Adana, Turkey"
ADA,Adana Sakirpasa,"Adana, Turkey",30159,"Adana, Turkey"
ADB,Adnan Menderes,"Izmir, Turkey",30160,"Izmir, Turkey"
ADB,Adnan Menderes,"Izmir, Turkey",30160,"Izmir, Turkey"
ADC,Andakombe Airport,"Andakombe, Papua New Guinea",30161,"Andakombe, Papua New Guinea"
ADC,Andakombe Airport,"Andakombe, Papua New Guinea",30161,"Andakombe, Papua New Guinea"
ADC,Andakombe Airport,"Andakombe, Papua New Guinea",30161,"Andakombe, Papua New Guinea"
ADD,Bole International,"Addis Ababa, Ethiopia",30162,"Addis Ababa, Ethiopia"
ADD,Bole International,"Addis Ababa, Ethiopia",30162,"Addis Ababa, Ethiopia"
ADD,Haile Selassie I International,"Addis Ababa, Ethiopia",30162,"Addis Ababa, Ethiopia"
ADE,Aden International,"Aden, South Yemen",30163,"Aden, South Yemen"
ADE,Aden International,"Aden, Yemen",30163,"Aden, Yemen"
ADE,Aden International,"Aden, Yemen",30163,"Aden, Yemen"
ADE,Aden International,"Aden, Yemen",30163,"Aden, Yemen"
ADJ,King Abdullah Ben,"Amman, Jordan",30164,"Amman, Jordan"
ADJ,Marka International,"Amman, Jordan",30164,"Amman, Jordan"
ADJ,Marka International,"Amman, Jordan",30164,"Amman, Jordan"
ADK,Adak,"Adak Island, AK",30165,"Adak Island, AK"
ADK,Adak,"Adak Island, AK",30165,"Adak Island, AK"
ADK,Adak,"Adak Island, AK",30165,"Adak Island, AK"
ADK,Adak,"Adak Island, AK",30165,"Adak Island, AK"
ADK,Adak,"Adak Island, AK",30165,"Adak Island, AK"
ADK,Adak NS,"Adak Island, AK",30165,"Adak Island, AK"
ADL,Adelaide International,"Adelaide, Australia",30166,"Adelaide, Australia"
ADL,Adelaide International,"Adelaide, Australia",30166,"Adelaide, Australia"
ADL,Adelaide International,"Adelaide, Australia",30166,"Adelaide, Australia"
ADM,Ardmore Municipal,"Ardmore, OK",30167,"Ardmore, OK"
ADM,Ardmore Municipal,"Ardmore, OK",30167,"Ardmore, OK"
ADM,Ardmore Municipal,"Ardmore, OK",30167,"Ardmore, OK"
ADM,Ardmore Municipal,"Ardmore, OK",30167,"Ardmore, OK"
ADM,Ardmore Municipal,"Ardmore, OK",30167,"Ardmore, OK"
ADM,Ardmore Municipal,"Ardmore, OK",30167,"Ardmore, OK"
ADN,Andes Airport,"Andes, Colombia",30168,"Andes, Colombia"
ADN,Andes Airport,"Andes, Colombia",30168,"Andes, Colombia"
ADN,Andes Airport,"Andes, Colombia",30168,"Andes, Colombia"
ADN,Andes Airport,"Andes, Colombia",30168,"Andes, Colombia"
ADN,Andes Airport,"Andes, Colombia",30168,"Andes, Colombia"
ADO,Andamooka Airport,"Andamooka, Australia",30169,"Andamooka, Australia"
ADQ,Kodiak Airport,"Kodiak, AK",30070,"Kodiak, AK"
ADQ,Kodiak Airport,"Kodiak, AK",30070,"Kodiak, AK"
ADQ,Kodiak Airport,"Kodiak, AK",30070,"Kodiak, AK"
ADQ,Kodiak Airport,"Kodiak, AK",30070,"Kodiak, AK"
ADS,Addison,"Dallas, TX",30194,"Dallas/Fort Worth, TX"
ADS,Addison,"Dallas, TX",30194,"Dallas/Fort Worth, TX"
ADT,Ada Municipal,"Ada, OK",36429,"Ada, OK"
ADT,Ada Municipal,"Ada, OK",36429,"Ada, OK"
ADT,Ada Regional,"Ada, OK",36429,"Ada, OK"
ADT,Ada Regional,"Ada, OK",36429,"Ada, OK"
ADW,Andrews AFB,"Camp Springs, MD",30172,"Camp Springs, MD"
ADW,Andrews AFB,"Camp Springs, MD",30172,"Camp Springs, MD"
ADW,Andrews AFB,"Camp Springs, MD",30172,"Camp Springs, MD"
ADW,Joint Base Andrews,"Camp Springs, MD",30172,"Camp Springs, MD"
ADW,Joint Base Andrews,"Camp Springs, MD",30172,"Camp Springs, MD"
ADX,RAF Leuchars,"St Andrews, United Kingdom",30173,"St Andrews, United Kingdom"
ADX,RAF Leuchars,"St Andrews, United Kingdom",30173,"St Andrews, United Kingdom"
ADX,RAF Leuchars,"St Andrews, United Kingdom",30173,"St Andrews, United Kingdom"
ADX,RAF Leuchars,"St Andrews, United Kingdom",30173,"St Andrews, United Kingdom"
ADX,RAF Leuchars,"St Andrews, United Kingdom",30173,"St Andrews, United Kingdom"
ADZ,Gustavo Rojas Pinilla,"San Andres Island, Colombia",30174,"San Andres Island, Colombia"
ADZ,Gustavo Rojas Pinilla,"San Andres Island, Colombia",30174,"San Andres Island, Colombia"
ADZ,San Andres,"San Andres Island, Colombia",30174,"San Andres Island, Colombia"
ADZ,Sesquicentenario,"San Andres Island, Colombia",30174,"San Andres Island, Colombia"
AE1,Liwa Airbase,"Liwa, United Arab Emirates",36577,"Liwa, United Arab Emirates"
AE2,Sweihan Airbase,"Sweihan, United Arab Emirates",36747,"Sweihan, United Arab Emirates"
AED,Aleneva Airport,"Aleneva, AK",30176,"Aleneva, AK"
AEG,Aek Godang,"Padang Sidempuan, Indonesia",30177,"Padang Sidempuan, Indonesia"
AEH,Abeche Airport,"Abeche, Chad",30178,"Abeche, Chad"
AEH,Abeche Airport,"Abeche, Chad",30178,"Abeche, Chad"
AEH,Abeche Airport,"Abeche, Chad",30178,"Abeche, Chad"
AEO,Aioun El Atrouss Airport,"Aioun El Atrouss, Mauritania",30180,"Aioun El Atrouss, Mauritania"
AEO,Aioun El Atrouss Airport,"Aioun El Atrouss, Mauritania",30180,"Aioun El Atrouss, Mauritania"
AEP,Aeroparque Jorge Newbery,"Buenos Aires, Argentina",30181,"Buenos Aires, Argentina"
AEP,Aeroparque Jorge Newbery,"Buenos Aires, Argentina",30181,"Buenos Aires, Argentina"
AEP,Aeroparque Jorge Newbery,"Buenos Aires, Argentina",30181,"Buenos Aires, Argentina"
AER,Adler/Sochi Airport,"Adler/Sochi, Russia",30182,"Adler/Sochi, Russia"
AER,Adler/Sochi Airport,"Adler/Sochi, U.S.S.R.",30182,"Adler/Sochi, U.S.S.R."
AES,Alesund,"Aalesund, Norway",30183,"Aalesund, Norway"
AES,Vigra,"Aalesund, Norway",30183,"Aalesund, Norway"
AES,Vigra,"Aalesund, Norway",30183,"Aalesund, Norway"
AES,Vigra,"Aalesund, Norway",30183,"Aalesund, Norway"
AET,Allakaket Airport,"Allakaket, AK",30184,"Allakaket, AK"
AET,Allakaket Airport,"Allakaket, AK",30184,"Allakaket, AK"
AEX,Alexandria International,"Alexandria, LA",30185,"Alexandria, LA"
AEX,Alexandria International,"Alexandria, LA",30185,"Alexandria, LA"
AEX,England AFB,"Alexandria, LA",30185,"Alexandria, LA"
AEY,Akureyri Airport,"Akureyri, Iceland",30186,"Akureyri, Iceland"
AEY,Akureyri Airport,"Akureyri, Iceland",30186,"Akureyri, Iceland"
AEY,Akureyri Airport,"Akureyri, Iceland",30186,"Akureyri, Iceland"
AEY,Akureyri Airport,"Akureyri, Iceland",30186,"Akureyri, Iceland"
AEY,Akureyri Airport,"Akureyri, Iceland",30186,"Akureyri, Iceland"
AF1,Bagram Air Base,"Bagram, Afghanistan",33794,"Bagram, Afghanistan"
AF2,Bastion Airfield,"Lashkar Gah, Afghanistan",36458,"Lashkar Gah, Afghanistan"
AF2,Bastion Airfield,"Lashkar Gah, Afghanistan",36458,"Lashkar Gah, Afghanistan"
AF2,Bastion Airfield,"Lashkar Gah, Afghanistan",36458,"Lashkar Gah, Afghanistan"
AF2,Bastion Airfield,"Lashkar Gah, Afghanistan",36458,"Lashkar Gah, Afghanistan"
AF2,Bastion Airfield,"Lashkar Gah, Afghanistan",36458,"Lashkar Gah, Afghanistan"
AF3,Dwyer Airport,"Dwyer, Afghanistan",36543,"Dwyer, Afghanistan"
AF3,Dwyer Airport,"Dwyer, Afghanistan",36543,"Dwyer, Afghanistan"
AF3,Dwyer Airport,"Dwyer, Afghanistan",36543,"Dwyer, Afghanistan"
AF4,Shindand Airport,"Shindand, Afghanistan",36545,"Shindand, Afghanistan"
AFA,San Rafael Airport,"San Rafael, Argentina",30188,"San Rafael, Argentina"
AFA,San Rafael Airport,"San Rafael, Argentina",30188,"San Rafael, Argentina"
AFA,San Rafael Airport,"San Rafael, Argentina",30188,"San Rafael, Argentina"
AFA,San Rafael Airport,"San Rafael, Argentina",30188,"San Rafael, Argentina"
AFA,San Rafael Airport,"San Rafael, Argentina",30188,"San Rafael, Argentina"
AFA,San Rafael Airport,"San Rafael, Argentina",30188,"San Rafael, Argentina"
AFA,San Rafael Airport,"San Rafael, Argentina",30188,"San Rafael, Argentina"
AFF,USAF Academy Airfield,"Colorado Springs, CO",30189,"Colorado Springs, CO"
AFF,USAF Academy Airfield,"Colorado Springs, CO",30189,"Colorado Springs, CO"
AFF,USAF Academy Airfield,"Colorado Springs, CO",30189,"Colorado Springs, CO"
AFF,USAF Academy Airfield,"Colorado Springs, CO",30189,"Colorado Springs, CO"
AFF,USAF Academy Airfield,"Colorado Springs, CO",30189,"Colorado Springs, CO"
AFF,USAF Academy Davis Airfield,"Colorado Springs, CO",30189,"Colorado Springs, CO"
AFK,Nebraska City Municipal,"Nebraska, NE",30190,"Nebraska, NE"
AFK,Nebraska City Municipal,"Nebraska, NE",30190,"Nebraska, NE"
AFK,Nebraska City Municipal,"Nebraska, NE",30190,"Nebraska, NE"
AFK,Nebraska City Municipal,"Nebraska, NE",30190,"Nebraska, NE"
AFK,Nebraska City Municipal,"Nebraska, NE",30190,"Nebraska, NE"
AFK,Nebraska City Municipal,"Nebraska, NE",30190,"Nebraska, NE"
AFM,Ambler Airport,"Ambler, AK",30139,"Ambler, AK"
AFO,Afton Lincoln County Gen Boyd L Eddins Field,"Afton, WY",30191,"Afton, WY"
AFO,Afton Municipal,"Afton, WY",30191,"Afton, WY"
AFO,Afton Municipal,"Afton, WY",30191,"Afton, WY"
AFP,Anson County,"Wadesboro, NC",30192,"Wadesboro, NC"
AFP,Anson County,"Wadesboro, NC",30192,"Wadesboro, NC"
AFP,Anson County,"Wadesboro, NC",30192,"Wadesboro, NC"
AFP,Anson County Jeff Cloud Field,"Wadesboro, NC",30192,"Wadesboro, NC"
AFP,Anson County Jeff Cloud Field,"Wadesboro, NC",30192,"Wadesboro, NC"
AFU,Al Udeid Air Base,"Doha, Qatar",31369,"Doha, Qatar"
AFW,Fort Worth Alliance,"Dallas/Fort Worth, TX",30194,"Dallas/Fort Worth, TX"
AFW,Fort Worth Alliance,"Dallas/Fort Worth, TX",30194,"Dallas/Fort Worth, TX"
AFW,Fort Worth Alliance,"Dallas/Fort Worth, TX",30194,"Dallas/Fort Worth, TX"
AFW,Fort Worth Alliance,"Dallas/Fort Worth, TX",30194,"Dallas/Fort Worth, TX"
AFW,Fort Worth Alliance,"Dallas/Fort Worth, TX",30194,"Dallas/Fort Worth, TX"
AFW,Fort Worth Alliance,"Dallas/Fort Worth, TX",30194,"Dallas/Fort Worth, TX"
AFW,Fort Worth Alliance,"Dallas/Fort Worth, TX",30194,"Dallas/Fort Worth, TX"
AFW,Perot Field Fort Worth Alliance,"Dallas/Fort Worth, TX",30194,"Dallas/Fort Worth, TX"
AFY,Afyon Airport,"Afyon, Turkey",30195,"Afyon, Turkey"
AFY,Afyon Airport,"Afyon, Turkey",30195,"Afyon, Turkey"
AGA,Agadir/Inezgane,"Agadir, Morocco",30196,"Agadir, Morocco"
AGA,Inezgane,"Agadir, Morocco",30196,"Agadir, Morocco"
AGB,Augsburg Airport,"Augsburg, Germany",30197,"Augsburg, Germany"
AGB,Augsburg Airport,"Augsburg, Germany",30197,"Augsburg, Germany"
AGB,Muehlhausen,"Augsburg, West Germany",30197,"Augsburg, West Germany"
AGC,Allegheny County,"Pittsburgh, PA",30198,"Pittsburgh, PA"
AGC,Allegheny County,"Pittsburgh, PA",30198,"Pittsburgh, PA"
AGC,Allegheny County,"Pittsburgh, PA",30198,"Pittsburgh, PA"
AGC,Allegheny County,"Pittsburgh, PA",30198,"Pittsburgh, PA"
AGC,Allegheny County,"Pittsburgh, PA",30198,"Pittsburgh, PA"
AGC,Allegheny County,"Pittsburgh, PA",30198,"Pittsburgh, PA"
AGC,Allegheny County,"Pittsburgh, PA",30198,"Pittsburgh, PA"
AGF,Agen La Garenne,"Agen, France",30199,"Agen, France"
AGF,Agen La Garenne,"Agen, France",30199,"Agen, France"
AGF,Agen La Garenne,"Agen, France",30199,"Agen, France"
AGF,Agen La Garenne,"Agen, France",30199,"Agen, France"
AGF,La Garenne,"Agen, France",30199,"Agen, France"
AGF,La Garenne,"Agen, France",30199,"Agen, France"
AGF,La Garenne,"Agen, France",30199,"Agen, France"
AGG,Angoram Airport,"Angoram, Papua New Guinea",30200,"Angoram, Papua New Guinea"
AGH,Angelholm,"Angelholm/Helsingborg, Sweden",30201,"Angelholm/Helsingborg, Sweden"
AGH,Angelholm,"Angelholm/Helsingborg, Sweden",30201,"Angelholm/Helsingborg, Sweden"
AGH,Angelholm,"Angelholm/Helsingborg, Sweden",30201,"Angelholm/Helsingborg, Sweden"
AGH,Angelholm,"Angelholm/Helsingborg, Sweden",30201,"Angelholm/Helsingborg, Sweden"
AGH,Angelholm,"Angelholm/Helsingborg, Sweden",30201,"Angelholm/Helsingborg, Sweden"
AGH,Angelholm-Helsingborg,"Angelholm/Helsingborg, Sweden",30201,"Angelholm/Helsingborg, Sweden"
AGH,Angelholm-Helsingborg,"Angelholm/Helsingborg, Sweden",30201,"Angelholm/Helsingborg, Sweden"
AGK,Kagua Airport,"Kagua, Papua New Guinea",30202,"Kagua, Papua New Guinea"
AGL,Wanigela Airport,"Wanigela, Papua New Guinea",30203,"Wanigela, Papua New Guinea"
AGL,Wanigela Airport,"Wanigela, Papua New Guinea",30203,"Wanigela, Papua New Guinea"
AGN,Angoon Seaplane Base,"Angoon, AK",30204,"Angoon, AK"
AGP,Malaga Airport,"Malaga, Spain",30205,"Malaga, Spain"
AGP,Malaga Airport,"Malaga, Spain",30205,"Malaga, Spain"
AGP,Malaga Airport,"Malaga, Spain",30205,"Malaga, Spain"
AGP,Malaga Airport,"Malaga, Spain",30205,"Malaga, Spain"
AGP,Malaga Airport,"Malaga, Spain",30205,"Malaga, Spain"
AGP,Malaga Airport,"Malaga, Spain",30205,"Malaga, Spain"
AGP,Malaga Costa del Sol,"Malaga, Spain",30205,"Malaga, Spain"
AGP,Malaga Costa del Sol,"Malaga, Spain",30205,"Malaga, Spain"
AGQ,Agrinion Airport,"Agrinion, Greece",30206,"Agrinion, Greece"
AGQ,Agrinion Airport,"Agrinion, Greece",30206,"Agrinion, Greece"
AGQ,Agrinion New,"Agrinion, Greece",30206,"Agrinion, Greece"
AGR,Agra Airport,"Agra, India",30207,"Agra, India"
AGR,Agra Airport,"Agra, India",30207,"Agra, India"
AGS,Augusta Regional at Bush Field,"Augusta, GA",30208,"Augusta, GA"
AGS,Augusta Regional at Bush Field,"Augusta, GA",30208,"Augusta, GA"
AGS,Bush Field,"Augusta, GA",30208,"Augusta, GA"
AGT,Guarani International,"Ciudad del Este, Paraguay",30209,"Ciudad del Este, Paraguay"
AGU,Aguascalientes International,"Aguascalientes, Mexico",30210,"Aguascalientes, Mexico"
AGU,Aguascalientes International,"Aguascalientes, Mexico",30210,"Aguascalientes, Mexico"
AGU,Jesus Teran International,"Aguascalientes, Mexico",30210,"Aguascalientes, Mexico"
AGU,Jesus Teran International,"Aguascalientes, Mexico",30210,"Aguascalientes, Mexico"
AGU,Jesus Teran International,"Aguascalientes, Mexico",30210,"Aguascalientes, Mexico"
AGV,Batalla de Araure,"Acarigua, Venezuela",30211,"Acarigua, Venezuela"
AGV,Oswaldo Guevara Mujica,"Acarigua, Venezuela",30211,"Acarigua, Venezuela"
AGV,Oswaldo Guevara Mujica,"Acarigua, Venezuela",30211,"Acarigua, Venezuela"
AGX,Agatti Island Airport,"Agatti Island, India",30212,"Agatti Island, India"
AHA,Naha AB,"Okinawa, Japan",31351,"Okinawa, Japan"
AHB,Abha Airport,"Abha, Saudi Arabia",30214,"Abha, Saudi Arabia"
AHB,Abha Airport,"Abha, Saudi Arabia",30214,"Abha, Saudi Arabia"
AHB,Abha Airport,"Abha, Saudi Arabia",30214,"Abha, Saudi Arabia"
AHB,Abha Airport,"Abha, Saudi Arabia",30214,"Abha, Saudi Arabia"
AHB,Abha Airport,"Abha, Saudi Arabia",30214,"Abha, Saudi Arabia"
AHD,Ardmore Airport,"Ardmore, OK",30167,"Ardmore, OK"
AHD,Ardmore Downtown Executive,"Ardmore, OK",30167,"Ardmore, OK"
AHN,Athens Municipal,"Athens, GA",30216,"Athens, GA"
AHN,Athens/Ben Epps,"Athens, GA",30216,"Athens, GA"
AHN,Athens/Ben Epps,"Athens, GA",30216,"Athens, GA"
AHN,Athens/Ben Epps,"Athens, GA",30216,"Athens, GA"
AHN,Athens/Ben Epps,"Athens, GA",30216,"Athens, GA"
AHO,Alghero,"Alghero/Sassari, Italy",30217,"Alghero/Sassari, Italy"
AHO,Alghero,"Alghero/Sassari, Italy",30217,"Alghero/Sassari, Italy"
AHO,Alghero,"Alghero/Sassari, Italy",30217,"Alghero/Sassari, Italy"
AHO,Alghero,"Alghero/Sassari, Italy",30217,"Alghero/Sassari, Italy"
AHO,Alghero Fertilia,"Alghero/Sassari, Italy",30217,"Alghero/Sassari, Italy"
AHO,Alghero Fertilia,"Alghero/Sassari, Italy",30217,"Alghero/Sassari, Italy"
AHS,Ahuas Airport,"Ahuas, Honduras",30218,"Ahuas, Honduras"
AHS,Ahuas Airport,"Ahuas, Honduras",30218,"Ahuas, Honduras"
AHS,Ahuas Airport,"Ahuas, Honduras",30218,"Ahuas, Honduras"
AHS,Auas,"Ahuas, Honduras",30218,"Ahuas, Honduras"
AHS,Auas,"Ahuas, Honduras",30218,"Ahuas, Honduras"
AHT,Amchitka,"Amchitka Island, AK",30219,"Amchitka Island, AK"
AHU,Cherif El Idrissi International,"Al Hoceima, Morocco",30220,"Al Hoceima, Morocco"
AHU,Cherif El Idrissi International,"Al Hoceima, Morocco",30220,"Al Hoceima, Morocco"
AHU,Cherif El Idrissi International,"Al Hoceima, Morocco",30220,"Al Hoceima, Morocco"
AIA,Alliance Municipal,"Alliance, NE",30221,"Alliance, NE"
AIA,Alliance Municipal,"Alliance, NE",30221,"Alliance, NE"
AIA,Alliance Municipal,"Alliance, NE",30221,"Alliance, NE"
AIA,Alliance Municipal,"Alliance, NE",30221,"Alliance, NE"
AIA,Alliance Municipal,"Alliance, NE",30221,"Alliance, NE"
AIA,Alliance Municipal,"Alliance, NE",30221,"Alliance, NE"
AIB,Anita Bay Airport,"Anita Bay, AK",30222,"Anita Bay, AK"
AID,Anderson Municipal-Darlington Field,"Anderson, IN",30223,"Anderson, IN"
AID,Anderson Municipal-Darlington Field,"Anderson, IN",30223,"Anderson, IN"
AID,Anderson Regional,"Anderson, IN",30223,"Anderson, IN"
AIK,Aiken Municipal,"Aiken, SC",30224,"Aiken, SC"
AIK,Aiken Municipal,"Aiken, SC",30224,"Aiken, SC"
AIK,Aiken Regional,"Aiken, SC",30224,"Aiken, SC"
AIN,Wainwright Airport,"Wainwright, AK",30225,"Wainwright, AK"
AIN,Wainwright Airport,"Wainwright, AK",30225,"Wainwright, AK"
AIO,Atlantic Municipal,"Atlantic, IA",36822,"Atlantic, IA"
AIT,Aitutaki Airport,"Aitutaki, Cook Islands",30226,"Aitutaki, Cook Islands"
AIT,Aitutaki Airport,"Aitutaki, Cook Islands",30226,"Aitutaki, Cook Islands"
AIT,Aitutaki Airport,"Aitutaki, Cook Islands",30226,"Aitutaki, Cook Islands"
AIT,Aitutaki Airport,"Aitutaki, Cook Islands",30226,"Aitutaki, Cook Islands"
AIT,Aitutaki Airport,"Aitutaki, Cook Islands",30226,"Aitutaki, Cook Islands"
AIT,Aitutaki Airport,"Aitutaki, Cook Islands",30226,"Aitutaki, Cook Islands"
AIT,Aitutaki Airport,"Aitutaki, Cook Islands",30226,"Aitutaki, Cook Islands"
AIY,Bader Field,"Atlantic City, NJ",30158,"Atlantic City, NJ"
AIY,Bader Field,"Atlantic City, NJ",30158,"Atlantic City, NJ"
AIZ,Lee C Fine Memorial,"Lake of the Ozarks, MO",30228,"Lake of the Ozarks, MO"
AIZ,Lee C Fine Memorial,"Lake of the Ozarks, MO",30228,"Lake of the Ozarks, MO"
AJA,Ajaccio Napoleon Bonaparte,"Ajaccio, France",30229,"Ajaccio, France"
AJA,Ajaccio Napoleon Bonaparte,"Ajaccio, France",30229,"Ajaccio, France"
